"Year","Make","Model","HorsePower","Price","ConsumerRating","ConsumerReviews","SellerType","SellerName","SellerRating","SellerReviews","StreetName","State","Zipcode","DealType","ComfortRating","InteriorDesignRating","PerformanceRating","ValueForMoneyRating","ExteriorStylingRating","ReliabilityRating","Color","InteriorColor","Drivetrain","MinMPG","MaxMPG","FuelType","Transmission","Engine","Engine Capacity(L)","Cylinder","VIN","Stock#","Mileage","bodyType","numberOfDoors"
"2019","BMW","X5 xDrive40i","340","57990","4.7","55","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Fair","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C55KLK87400","K87400AN","22656","SUV","4"
"2019","BMW","X4 xDrive30i","231","47842","4.6","21","Dealer","BMW of Toledo","4.7","926","7600 W Central Ave Toledo","OH","43617","Fair","4.6","4.9","4.7","4.1","4.8","4.5","Dark Graphite","Tacora Red","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXUJ3C5XKLG56278","B220536A","29169","Crossover","4"
"2020","BMW","X5 sDrive40i","329","56901","4.7","53","Dealer","Braman BMW Jupiter","4.9","624","1555 W Indiantown Rd Jupiter","FL","33458","Good","4.8","4.8","4.8","4.4","4.7","4.7","Arctic Gray Metallic","Coffee","Rear-wheel Drive","21","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR4C0XL9B30861","JC-73191A","24678","SUV","4"
"2019","BMW","330 i xDrive","258","36798","4.9","30","Dealer","Herb Chambers BMW MINI of Boston","4.7","2405","1168 Commonwealth Ave Boston","MA","02134","Good","4.9","4.9","5","4.6","4.9","4.9","Jet Black","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C59KAJ80522","BB8012","49292","Sedan","4"
"2019","BMW","X5 xDrive40i","340","60869","4.7","55","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Fair","5","4.9","4.9","4.4","4.7","4.6","Alpine White","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C5XKLK89191","SA2734","34840","SUV","4"
"2019","BMW","330 i xDrive","258","39577","4.9","30","Dealer","Bill Jacobs BMW","4.9","3185","2495 Aurora Naperville","IL","60540","Good","4.9","4.9","5","4.6","4.9","4.9","Mineral Gray Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C56KAJ78940","B40047A","32160","Sedan","4"
"2019","BMW","X5 xDrive40i","340","54998","4.7","55","Dealer","BMW of Mountain View","4.7","1632","150 E El Camino Real Mountain View","CA","94040","Good","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C59KLL39367","KLL39367","16190","SUV","4"
"2019","BMW","X5 xDrive40i","340","60431","4.7","55","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Fair","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLL12948","P2740","36808","SUV","4"
"2019","BMW","330 i","258","33481","4.9","30","Dealer","BMW of Delray Beach","4.7","835","1311 Linton Blvd Delray Beach","FL","33444","Good","4.9","4.9","5","4.6","4.9","4.9","Blue Ridge","–","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C52KAK12370","KAK12370","49675","Sedan","4"
"2019","BMW","X4 M40i","231","54988","4.6","21","Dealer","Sewell BMW of Grapevine","3.9","60","1111 E State Hwy 114 Grapevine","TX","76051","Good","4.6","4.9","4.7","4.1","4.8","4.5","Dark Graphite Metallic","Black","All-wheel Drive","20","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXUJ5C51KLA93357","5120879","34387","Crossover","4"
"2019","BMW","440 i xDrive","","42189","4.3","7","Dealer","International Autos","3.4","88","2400 S 108th St West Allis","WI","53227","Good","4.4","4.1","4.9","3.4","5","4.2","Black Sapphire Metallic","Black","All-wheel Drive","21","31","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA4W9C59KAF98596","29242","36695","","4"
"2018","BMW","328d xDrive","","34946","4.8","9","Dealer","BMW of Fairfax","4.6","1748","8427 Lee Hwy Fairfax","VA","22031","Fair","4.9","4.8","4.9","4.7","4.7","4.6","Black Sapphire Metallic","Black","All-wheel Drive","30","40","Diesel","8-Speed Automatic","2.0L I4 16V DDI DOHC Turbo Diesel","2","4","WBA8F1C57JAE97672","LJAE97672","34850","Sedan","4"
"2018","BMW","X3 xDrive30i","249","32995","4.8","64","Dealer","BMW of Honolulu","4.5","344","777 Kapiolani Blvd Honolulu","HI","96813","Great","4.9","4.9","4.8","4.4","4.9","4.6","Glacier Silver Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C53JLC83719","B27180","35529","SUV","4"
"2021","BMW","X5 xDrive40i","340","64692","4.8","26","Dealer","BMW of Loveland","4.6","397","4150 Byrd Dr Loveland","CO","80538","Good","4.9","5","4.9","4.6","4.9","4.9","Arctic Gray Metallic","Black","All-wheel Drive","21","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C05M9D80263","M9D80263","24887","SUV","4"
"2021","BMW","X6 M50i","381","93444","4.8","5","Dealer","Sewell BMW MINI of Plano","4.7","1064","6800 Dallas Pkwy Plano","TX","75024","Great","5","5","4.6","4.4","5","4.6","Carbon Black Metallic","Black","All-wheel Drive","16","22","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXCY8C00M9F62273","5142134","22943","SUV","4"
"2019","BMW","330 i","258","38804","4.9","30","Dealer","Braman Motors Miami","4.7","2681","2060 Biscayne Blvd Miami","FL","33137","Good","4.9","4.9","5","4.6","4.9","4.9","Alpine White","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R1J53K8B02197","BFN02738A","13014","Sedan","4"
"2019","BMW","540 i xDrive","","47411","4.9","17","Dealer","BMW of Shrewsbury","3.6","24","770 Boston Turnpike Shrewsbury","MA","01545","Fair","4.9","4.9","5","4.6","5","4.8","Black Sapphire Metallic","Black","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C56KG892946","BU1297","46114","","4"
"2021","BMW","X3 xDrive30i","249","52498","4.7","29","Dealer","Herb Chambers BMW MINI of Boston","4.7","2405","1168 Commonwealth Ave Boston","MA","02134","Good","4.8","4.7","4.8","4.5","4.8","4.6","Carbon Black Metallic","Black","All-wheel Drive","23","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C03M9F98201","BB8019L","13954","SUV","4"
"2019","BMW","X5 xDrive40i","340","56776","4.7","55","Dealer","BMW of Las Vegas","4.6","1599","6900 W Sahara Ave Las Vegas","NV","89117","Good","5","4.9","4.9","4.4","4.7","4.6","Phytonic Blue Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL51644","KLL51644","17004","SUV","4"
"2020","BMW","M340 i","","54997","4.9","29","Dealer","Arrowhead BMW","2.9","76","19250 N. Loop 101 Glendale","AZ","85308","Great","4.8","4.8","5","4.7","4.9","4.9","Black Sapphire Metallic","Black","Rear-wheel Drive","22","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA5U7C00LFH68884","P12990","20691","","4"
"2020","BMW","X5 xDrive40i","340","61275","4.7","53","Dealer","Chapman BMW on Camelback","4.8","1405","830 E Camelback Rd Phoenix","AZ","85014","Good","4.8","4.8","4.8","4.4","4.7","4.7","Black Sapphire Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C00L9C57548","X220874A","17244","SUV","4"
"2019","BMW","X1 sDrive28i","231","36995","4.7","17","Dealer","BMW of Honolulu","4.5","344","777 Kapiolani Blvd Honolulu","HI","96813","Fair","4.8","4.6","4.8","4.7","4.8","4.6","Glacier Silver Metallic","Black","Front-wheel Drive","23","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHU7C5XK5L92355","B27348","20910","Crossover","4"
"2019","BMW","330 i","258","51995","4.9","30","Dealer","Chapman BMW on Camelback","4.8","1405","830 E Camelback Rd Phoenix","AZ","85014","NA","4.9","4.9","5","4.6","4.9","4.9","Mineral Gray Metallic","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C59KAK06453","P17625","16879","Sedan","4"
"2019","BMW","X7 xDrive50i","381","72401","4.1","22","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Good","4.5","4.6","4","3.4","4.5","3.5","Arctic Gray Metallic","Ivory White","All-wheel Drive","15","21","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXCX4C52KLS39184","B22969A","45747","SUV","4"
"2019","BMW","X3 xDrive30i","249","41995","4.7","99","Dealer","Sandia BMW MINI","4.6","236","6001 Pan American Freeway Albuquerque","NM","87109","Great","4.7","4.7","4.8","4.3","4.8","4.6","Glacier Silver Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C50KLP84274","KLP84274","14539","SUV","4"
"2020","BMW","X5 xDrive40i","340","5999","4.7","53","Dealer","Autohaus BMW","4.9","2698","3015 S Hanley Rd Saint Louis","MO","63143","Great","4.8","4.8","4.8","4.4","4.7","4.7","Mineral White Metallic","Ivory White","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C0XLLL76448","25176A","12904","SUV","4"
"2020","BMW","X3 xDrive30i","249","44988","4.9","51","Dealer","Habberstad BMW of Huntington","4.8","1306","945 East Jericho Turnpike Huntington Station","NY","11746","Good","5","4.9","4.9","4.7","4.9","4.9","Dark Graphite Metallic","Cognac","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C06LLT32492","BB855","16491","SUV","4"
"2019","BMW","X3 xDrive30i","249","4051","4.7","99","Dealer","Chapman BMW Chandler","4.5","797","7455 W Orchid Ln Chandler","AZ","85226","Good","4.7","4.7","4.8","4.3","4.8","4.6","Alpine White","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C55KLP95965","72646","34303","SUV","4"
"2021","BMW","330 i","258","44962","4.9","11","Dealer","BMW of San Antonio","4.5","955","15507 W IH10 San Antonio","TX","78249","Good","4.8","4.8","4.9","4.8","4.9","4.7","Alpine White","Beige","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R1J0XM8B83111","M8B83111A","10814","Sedan","4"
"2019","BMW","X5 xDrive40i","340","54394","4.7","55","Dealer","BMW of Fremont","4.5","1222","5720 Cushing Parkway Fremont","CA","94538","Good","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C57KLL62016","KLL62016","23503","SUV","4"
"2019","BMW","X3 xDrive30i","249","3994","4.7","99","Dealer","BMW of Fremont","4.5","1222","5720 Cushing Parkway Fremont","CA","94538","Good","4.7","4.7","4.8","4.3","4.8","4.6","Phytonic Blue Metallic","–","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C58KLR04497","KLR04497","16480","SUV","4"
"2019","BMW","X5 xDrive40i","340","60962","4.7","55","Dealer","BMW of San Antonio","4.5","955","15507 W IH10 San Antonio","TX","78249","Fair","5","4.9","4.9","4.4","4.7","4.6","Jet Black","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C58KLL63790","KLL63790A","19913","SUV","4"
"2020","BMW","750 i xDrive","450","80997","5","3","Dealer","Sewell BMW MINI of Plano","4.7","1064","6800 Dallas Pkwy Plano","TX","75024","Good","5","5","5","5","5","5","Jet Black","Cognac","All-wheel Drive","17","25","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBA7U2C06LGJ59866","5140477A","22441","Sedan","4"
"2021","BMW","X3 sDrive30i","249","46500","4.7","29","Dealer","Coggin BMW Treasure Coast","4.8","486","4429 US-1 Fort Pierce","FL","34982","Good","4.8","4.7","4.8","4.5","4.8","4.6","Alpine White","Black","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C01M9G38814","CMT222496A","12721","Crossover","4"
"2019","BMW","330 i xDrive","258","38778","4.9","30","Dealer","Tulley BMW of Manchester","4.3","70","170 Auto Center Rd Manchester","NH","03103","Good","4.9","4.9","5","4.6","4.9","4.9","Melbourne Red Metallic","Beige","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C58KFH05480","MPA3957","30871","Sedan","4"
"2019","BMW","X5 xDrive40i","340","53987","4.7","55","Dealer","BMW of Norwood","4.6","1108","920 Providence Highway Norwood","MA","02062","Fair","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLK81359","KLK81359","48064","SUV","4"
"2020","BMW","X5 sDrive40i","329","52498","4.7","53","Dealer","Long Beach BMW","4.7","1557","1660 E. Spring Street Signal Hill","CA","90755","Good","4.8","4.8","4.8","4.4","4.7","4.7","White","Black","Rear-wheel Drive","21","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR4C00L9C28345","LL9C28345","21386","SUV","4"
"2019","BMW","330 i","258","43995","4.9","30","Dealer","BMW of Honolulu","4.5","344","777 Kapiolani Blvd Honolulu","HI","96813","Fair","4.9","4.9","5","4.6","4.9","4.9","Alpine White","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C5XKAK10138","B27332","20238","Sedan","4"
"2019","BMW","330 i xDrive","258","35898","4.9","30","Dealer","BMW of Fairfax","4.6","1748","8427 Lee Hwy Fairfax","VA","22031","Good","4.9","4.9","5","4.6","4.9","4.9","White","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C59KAJ81069","LKAJ81069","34167","Sedan","4"
"2019","BMW","X5 xDrive40i","340","56996","4.7","55","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Fair","5","4.9","4.9","4.4","4.7","4.6","Alpine White","Amarone","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLK82933","K82933AN","21623","SUV","4"
"2019","BMW","540 i","","43929","4.9","17","Dealer","BMW of Delray Beach","4.7","835","1311 Linton Blvd Delray Beach","FL","33444","Good","4.9","4.9","5","4.6","5","4.8","Carbon Black Metallic","–","Rear-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE5C57KWE66308","KWE66308","31914","Sedan","4"
"2019","BMW","X1 xDrive28i","231","35888","4.7","17","Dealer","Rallye BMW","4.8","6596","1 Brush Hollow Rd Westbury","NY","11590","Good","4.8","4.6","4.8","4.7","4.8","4.6","Jet Black","Mocha","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C53K5L38519","U38404","23610","Crossover","4"
"2019","BMW","330 i xDrive","258","38998","4.9","30","Dealer","Herb Chambers BMW MINI of Boston","4.7","2405","1168 Commonwealth Ave Boston","MA","02134","Good","4.9","4.9","5","4.6","4.9","4.9","Glacier Silver","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C52KAJ80314","BB41811A","24310","Sedan","4"
"2019","BMW","330 i","258","34999","4.9","30","Dealer","BMW of San Francisco","4.4","197","1675 Howard St San Francisco","CA","94103","Good","4.9","4.9","5","4.6","4.9","4.9","Jet Black","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C58KAK11840","KAK11840L","32155","Sedan","4"
"2019","BMW","X5 xDrive50i","329","66934","4.7","55","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Fair","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Ivory White","All-wheel Drive","17","22","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXJU2C56KLN64845","SA2732","40234","SUV","4"
"2018","BMW","330 i xDrive","258","31998","4.8","32","Dealer","Stevens Creek BMW","4.4","1572","4343 Stevens Creek Blvd Santa Clara","CA","95051","Good","4.9","4.7","4.9","4.6","4.8","4.8","Black Sapphire Metallic","Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8D9G50JNU71726","LJNU71726","16765","Sedan","4"
"2019","BMW","540 i xDrive","","44563","4.9","17","Dealer","Tulley BMW of Manchester","4.3","70","170 Auto Center Rd Manchester","NH","03103","Good","4.9","4.9","5","4.6","5","4.8","Dark Graphite Metallic","Cognac","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C59KWD55397","MPA3939","46377","","4"
"2019","BMW","X1 xDrive28i","231","35522","4.7","17","Dealer","Orange County BMW","3.5","99","101 Maher Ln Harriman","NY","10926","Good","4.8","4.6","4.8","4.7","4.8","4.6","Mineral White Metallic","Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C58K3H36811","P18792","36448","Crossover","4"
"2020","BMW","X7 xDrive40i","381","65244","4.9","22","Dealer","Coggin BMW Treasure Coast","4.8","486","4429 US-1 Fort Pierce","FL","34982","Good","5","5","5","4.7","4.9","4.9","Black Sapphire Metallic","Ivory White","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C0XL9B24572","COB220226A","57580","SUV","4"
"2018","BMW","330 i xDrive","258","33457","4.8","32","Dealer","Tulley BMW of Manchester","4.3","70","170 Auto Center Rd Manchester","NH","03103","Great","4.9","4.7","4.9","4.6","4.8","4.8","Glacier Silver Metallic","Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8D9C55JA607619","MPA3972","16244","Sedan","4"
"2020","BMW","X7 xDrive40i","381","69329","4.9","22","Dealer","BMW of Fort Wayne/MINI of Fort Wayne","4.9","361","715 Grand National Drive Fort Wayne","IN","46804","Good","5","5","5","4.7","4.9","4.9","Arctic Gray Metallic","Coffee","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C00L9B61226","13X12691","44543","SUV","4"
"2020","BMW","430 i xDrive","","47991","4.9","8","Dealer","Chapman BMW Chandler","4.5","797","7455 W Orchid Ln Chandler","AZ","85226","Great","4.9","5","4.9","4.8","5","5","Alpine White","Black","All-wheel Drive","21","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA4W5C06LFH34104","X540790D","16308","","4"
"2021","BMW","X5 xDrive40i","340","71999","4.8","26","Dealer","BMW of Fairfax","4.6","1748","8427 Lee Hwy Fairfax","VA","22031","Fair","4.9","5","4.9","4.6","4.9","4.9","Blue","Black","All-wheel Drive","21","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C01M9G30498","SM9G30498","14261","SUV","4"
"2019","BMW","330 i xDrive","258","37496","4.9","30","Dealer","BMW of Wyoming Valley","4.7","91","1470 PA-315 Wilkes-Barre","PA","18702","Great","4.9","4.9","5","4.6","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","4 Cylinder Engine","2","4","3MW5R7J52K8A05267","BPSU05267","28057","Sedan","4"
"2019","BMW","X7 xDrive50i","381","79999","4.1","22","Dealer","BMW Fresno","4.8","315","7171 N Palm Ave Fresno","CA","93650","Good","4.5","4.6","4","3.4","4.5","3.5","Black Sapphire Metallic","Coffee","All-wheel Drive","15","21","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXCX4C56KLS37972","24048","24363","SUV","4"
"2018","BMW","X6 xDrive35i","381","54491","4.7","9","Dealer","Schomp BMW","4.7","1804","1190 Plum Valley Ln Highlands Ranch","CO","80129","Fair","4.7","4.8","4.8","4.3","4.9","4.6","Flamenco Red Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKU2C57J0X49460","1BA2314A","24799","SUV","4"
"2019","BMW","M850 i xDrive","","9189","5","5","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Good","5","5","5","4.8","5","5","Gray Metallic","Ivory White","All-wheel Drive","17","26","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBAFY4C50KBX29458","X29458AN","11054","","4"
"2019","BMW","740 i xDrive","","57152","4.5","2","Dealer","Circle BMW","4.9","2965","500 NJ-36 Eatontown","NJ","07724","Good","5","4","4.5","4","4","4.5","Alpine White","Cognac","All-wheel Drive","20","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA7E4C53KGV70449","U4130","19423","","4"
